split,fold,row_index,CID_std,SMILES_canonical,label_std,nn_tanimoto_to_train
M4_butina_lco5,0,362,18340,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,1,0.4583333333333333
M4_butina_lco5,0,363,18340,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,1,0.4583333333333333
M4_butina_lco5,0,364,18340,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,1,0.4583333333333333
M4_butina_lco5,0,365,18340,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,1,0.4583333333333333
M4_butina_lco5,0,372,49803313,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,1,0.2962962962962963
M4_butina_lco5,0,373,49803313,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,1,0.2962962962962963
M4_butina_lco5,0,374,49803313,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,1,0.2962962962962963
M4_butina_lco5,0,375,49803313,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,1,0.2962962962962963
M4_butina_lco5,0,376,49803313,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,1,0.2962962962962963
M4_butina_lco5,0,377,49803313,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,1,0.2962962962962963
M4_butina_lco5,0,384,8154,CCCCCCCCCCCCCCCC[N+](C)(C)C,1,0.6
M4_butina_lco5,0,385,8154,CCCCCCCCCCCCCCCC[N+](C)(C)C,1,0.6
M4_butina_lco5,0,386,8154,CCCCCCCCCCCCCCCC[N+](C)(C)C,1,0.6
M4_butina_lco5,0,387,8154,CCCCCCCCCCCCCCCC[N+](C)(C)C,1,0.6
M4_butina_lco5,0,388,8154,CCCCCCCCCCCCCCCC[N+](C)(C)C,1,0.6
M4_butina_lco5,0,389,8154,CCCCCCCCCCCCCCCC[N+](C)(C)C,1,0.6
M4_butina_lco5,0,403,15575641,CCCOC(=O)NCCCN(C)C,0,0.5135135135135135
M4_butina_lco5,0,418,7111,Nc1ccc(-c2ccc(N)cc2)cc1,0,0.6875
M4_butina_lco5,0,419,7102,Nc1ccc(-c2ccccc2)cc1,0,0.6666666666666666
M4_butina_lco5,0,427,9509,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,0,0.5714285714285714
M4_butina_lco5,0,442,159747,C=CC(=O)[O-],0,0.4666666666666667
M4_butina_lco5,0,449,171257,NCCO,0,0.4444444444444444
M4_butina_lco5,0,470,3305,CC(O)(P(=O)(O)O)P(=O)(O)O,0,0.35714285714285715
M4_butina_lco5,0,494,54704426,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,0.6818181818181818
M4_butina_lco5,0,495,3068143,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,0,0.4603174603174603
M4_butina_lco5,0,504,21097,NC1CCCCC1,0,0.42857142857142855
M4_butina_lco5,0,505,3658,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.4318181818181818
M4_butina_lco5,0,506,3658,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.4318181818181818
M4_butina_lco5,0,507,3658,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.4318181818181818
M4_butina_lco5,0,508,3658,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.4318181818181818
M4_butina_lco5,0,509,3658,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.4318181818181818
M4_butina_lco5,0,510,3658,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.4318181818181818
M4_butina_lco5,0,512,5284472,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1,0.3333333333333333
M4_butina_lco5,0,513,5284472,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1,0.3333333333333333
M4_butina_lco5,0,514,5284472,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1,0.3333333333333333
M4_butina_lco5,0,515,5284472,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1,0.3333333333333333
M4_butina_lco5,0,516,5284472,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1,0.3333333333333333
M4_butina_lco5,0,517,5284472,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1,0.3333333333333333
M4_butina_lco5,0,537,772,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,1,0.2972972972972973
M4_butina_lco5,0,538,772,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,1,0.2972972972972973
M4_butina_lco5,0,539,772,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,1,0.2972972972972973
M4_butina_lco5,0,540,772,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,1,0.2972972972972973
M4_butina_lco5,0,541,772,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,1,0.2972972972972973
M4_butina_lco5,0,542,772,CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,1,0.2972972972972973
M4_butina_lco5,0,545,23706212,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,1,0.4339622641509434
M4_butina_lco5,0,546,23706212,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,1,0.4339622641509434
M4_butina_lco5,0,547,23706212,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,1,0.4339622641509434
M4_butina_lco5,0,548,23706212,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,1,0.4339622641509434
M4_butina_lco5,0,549,23706212,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,1,0.4339622641509434
M4_butina_lco5,0,550,23706212,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,1,0.4339622641509434
M4_butina_lco5,0,572,2678,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.41304347826086957
M4_butina_lco5,0,573,2678,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.41304347826086957
M4_butina_lco5,0,574,2678,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.41304347826086957
M4_butina_lco5,0,575,2678,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.41304347826086957
M4_butina_lco5,0,576,2678,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.41304347826086957
M4_butina_lco5,0,577,2678,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0.41304347826086957
M4_butina_lco5,0,591,4595,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,1,0.38235294117647056
M4_butina_lco5,0,592,4595,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,1,0.38235294117647056
M4_butina_lco5,0,593,4595,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,1,0.38235294117647056
M4_butina_lco5,0,594,4595,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,1,0.38235294117647056
M4_butina_lco5,0,595,4595,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,1,0.38235294117647056
M4_butina_lco5,0,596,4595,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,1,0.38235294117647056
M4_butina_lco5,0,611,11750474,CCCn1cc[n+](C)c1C,0,0.6923076923076923
M4_butina_lco5,0,613,6420033,CNCCc1ccccn1,1,0.5483870967741935
M4_butina_lco5,0,614,6420033,CNCCc1ccccn1,1,0.5483870967741935
M4_butina_lco5,0,615,6420033,CNCCc1ccccn1,1,0.5483870967741935
M4_butina_lco5,0,616,6420033,CNCCc1ccccn1,1,0.5483870967741935
M4_butina_lco5,0,617,6420033,CNCCc1ccccn1,1,0.5483870967741935
M4_butina_lco5,0,618,6420033,CNCCc1ccccn1,1,0.5483870967741935
M4_butina_lco5,0,620,6101499,CCCCN(CCCC)C(=S)[S-],0,0.4090909090909091
M4_butina_lco5,0,621,15984075,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,0,0.6610169491525424
M4_butina_lco5,0,631,22985,O=[N+]([O-])O,0,0.5555555555555556
M4_butina_lco5,0,666,4171,COCCc1ccc(OCC(O)CNC(C)C)cc1,1,0.6808510638297872
M4_butina_lco5,0,667,4171,COCCc1ccc(OCC(O)CNC(C)C)cc1,1,0.6808510638297872
M4_butina_lco5,0,668,4171,COCCc1ccc(OCC(O)CNC(C)C)cc1,1,0.6808510638297872
M4_butina_lco5,0,669,4171,COCCc1ccc(OCC(O)CNC(C)C)cc1,1,0.6808510638297872
M4_butina_lco5,0,670,4171,COCCc1ccc(OCC(O)CNC(C)C)cc1,1,0.6808510638297872
M4_butina_lco5,0,671,4171,COCCc1ccc(OCC(O)CNC(C)C)cc1,1,0.6808510638297872
M4_butina_lco5,0,697,56801,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,1,0.6779661016949152
M4_butina_lco5,0,698,56801,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,1,0.6779661016949152
M4_butina_lco5,0,699,56801,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,1,0.6779661016949152
M4_butina_lco5,0,700,56801,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,1,0.6779661016949152
M4_butina_lco5,0,701,56801,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,1,0.6779661016949152
M4_butina_lco5,0,702,56801,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,1,0.6779661016949152
M4_butina_lco5,0,717,444,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,0.5
M4_butina_lco5,0,718,444,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,0.5
M4_butina_lco5,0,719,444,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,0.5
M4_butina_lco5,0,720,444,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,0.5
M4_butina_lco5,0,721,444,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,0.5
M4_butina_lco5,0,722,444,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,0.5
M4_butina_lco5,0,724,10941,Nc1cccc(N)c1,0,0.6111111111111112
M4_butina_lco5,0,728,657308,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1,0.8
M4_butina_lco5,0,729,657308,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1,0.8
M4_butina_lco5,0,730,657308,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1,0.8
M4_butina_lco5,0,731,657308,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1,0.8
M4_butina_lco5,0,732,657308,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1,0.8
M4_butina_lco5,0,733,657308,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1,0.8
M4_butina_lco5,0,734,26041,[O-]n1ccccc1=S,1,0.2692307692307692
M4_butina_lco5,0,735,26041,[O-]n1ccccc1=S,1,0.2692307692307692
M4_butina_lco5,0,736,26041,[O-]n1ccccc1=S,1,0.2692307692307692
M4_butina_lco5,0,737,26041,[O-]n1ccccc1=S,1,0.2692307692307692
M4_butina_lco5,0,738,26041,[O-]n1ccccc1=S,1,0.2692307692307692
M4_butina_lco5,0,739,26041,[O-]n1ccccc1=S,1,0.2692307692307692
M4_butina_lco5,0,772,15132,Cc1cccc2sc(N)nc12,0,0.6129032258064516
M4_butina_lco5,0,775,23684123,Cc1ccccc1C(=O)N1CC/C(=N\OS(=O)(=O)[O-])c2ccc(Cl)cc21,0,0.4025974025974026
M4_butina_lco5,0,777,10721,Cc1ccccc1C#N,0,0.631578947368421
M4_butina_lco5,0,782,7236,Cc1ccccc1Br,0,0.5625
M4_butina_lco5,0,798,38882,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,0,0.6923076923076923
M4_butina_lco5,0,808,5073,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1,0.4024390243902439
M4_butina_lco5,0,809,5073,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1,0.4024390243902439
M4_butina_lco5,0,810,5073,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1,0.4024390243902439
M4_butina_lco5,0,811,5073,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1,0.4024390243902439
M4_butina_lco5,0,812,5073,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1,0.4024390243902439
M4_butina_lco5,0,813,5073,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1,0.4024390243902439
M4_butina_lco5,0,821,8446,Cc1nc2ccccc2s1,0,0.5769230769230769
M4_butina_lco5,0,825,76063,Cc1nc2ccc(Cl)cc2[nH]1,0,0.40625
M4_butina_lco5,0,840,10134976,Cc1oc(-c2ccccc2)nc1CCOc1cccc2c1ccn2CCC(=O)O,0,0.42857142857142855
M4_butina_lco5,0,843,5344,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0,0.5853658536585366
M4_butina_lco5,0,850,65889,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,0,0.65625
M4_butina_lco5,0,867,86369,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,0,0.4307692307692308
M4_butina_lco5,0,878,28061,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,0,0.5853658536585366
M4_butina_lco5,0,879,71815,Cc1ncc([N+](=O)[O-])n1CC(C)O,0,0.631578947368421
M4_butina_lco5,0,884,5325,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0,0.6153846153846154
M4_butina_lco5,0,885,1533,Cc1ccnc(N)c1,0,0.4230769230769231
M4_butina_lco5,0,888,7970,Cc1cccnc1,0,0.4782608695652174
M4_butina_lco5,0,890,7975,Cc1ccccn1,0,0.5
M4_butina_lco5,0,895,16640,Cc1ccccc1OCC1CO1,0,0.5806451612903226
M4_butina_lco5,0,905,14296,Cc1nc(C)c(C)nc1C,0,0.4117647058823529
M4_butina_lco5,0,908,71321,Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,0,0.40425531914893614
M4_butina_lco5,0,910,66569,Cc1coc2ccccc2c1=O,0,0.37037037037037035
M4_butina_lco5,0,915,91274,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,0,0.2835820895522388
M4_butina_lco5,0,932,91749,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,0,0.4166666666666667
M4_butina_lco5,0,933,23677844,Cc1ccc(N/N=c2\c(=O)cc/c(=N\Nc3ccc(S(=O)(=O)[O-])cc3)c2=O)c(C)c1,0,0.34782608695652173
M4_butina_lco5,0,937,17818,Cc1ccc(N)cc1O,0,0.5909090909090909
M4_butina_lco5,0,939,7255,Cc1ccc(N)cc1Cl,0,0.5909090909090909
M4_butina_lco5,0,951,76497,Cc1ccc(N(CCO)CCO)cc1,0,0.48484848484848486
M4_butina_lco5,0,952,7471,Cc1ccc(N(C)C)cc1,0,0.4782608695652174
M4_butina_lco5,0,967,13953,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1,0,0.631578947368421
M4_butina_lco5,0,968,12628,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,0.631578947368421
M4_butina_lco5,0,969,3083671,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,0,0.6052631578947368
M4_butina_lco5,0,970,77703,Cc1ccc(S(=O)(=O)N=C=O)cc1,0,0.48148148148148145
M4_butina_lco5,0,979,7249,Cc1ccc(O)cc1C,0,0.5909090909090909
M4_butina_lco5,0,981,8391,Cc1ccc(O)c([N+](=O)[O-])c1,0,0.6666666666666666
M4_butina_lco5,0,987,10113978,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1,0.25773195876288657
M4_butina_lco5,0,988,10113978,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1,0.25773195876288657
M4_butina_lco5,0,989,10113978,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1,0.25773195876288657
M4_butina_lco5,0,990,10113978,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1,0.25773195876288657
M4_butina_lco5,0,991,10113978,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1,0.25773195876288657
M4_butina_lco5,0,992,10113978,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1,0.25773195876288657
M4_butina_lco5,0,1008,23677829,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,0,0.48936170212765956
M4_butina_lco5,0,1016,74710,Cc1ccc(C(=O)O)o1,0,0.47619047619047616
M4_butina_lco5,0,1021,92965,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,0,0.675
